你们	63
中常侍	63
只有	63
前往	62
万	62
请	62
张	61
准备	59
二	59
然后	59
起兵	59
周瑜	58
官	58
只是	58
而且	58
黄	58
韩	57
接受	57
好	57
逮捕	56
使者	56
共同	56
返回	56
起来	56
出	56
四	56
应	55
春季	55
这些	55
一起	55
众	55
官府	55
投奔	55
陈蕃	55
冬季	54
征召	54
进	54
东	54
小	54
益州	54
平定	54
皇后	53
城	53
攻击	53
羌	53
郭汜	53
势力	52
侯	52
成	52
乌桓	52
母亲	52
手	52
以后	52
巾	52
吕蒙	52
地方	51
窦武	51
率	51
司空	51
马超	51
妻子	51
左	51
听到	51
孙坚	51
荀	51
看到	50
感到	50
后来	50
魏	50
梁冀	50
党	49
公元	49
京都	49
人民	49
一样	49
冀州	49
恐怕	48
司徒	48
张鲁	48
当初	48
何	48
从事	48
首领	47
仍	47
回	47
左右	47
一向	47
建议	47
同	47
袁尚	47
而今	46
迎接	46
归附	46
每	46
十分	46
处	46
消息	46
无法	45
杨	45
擢升	45
其	45
前	45
必然	45
这时	45
邺城	45
自	45
逃	45
恩德	45
刘虞	45
黄河	45
匈奴	45
这个	45
弟弟	44
入	44
立	44
劝	44
敌人	44
奏章	44
然而	44
大事	44
回到	44
击败	44
互相	44
位	44
看	43
陈	43
国	43
名	43
加以	43
羌人	43
夏季	43
曾	43
从前	42
共	42
受	42
进入	42
节	42
处死	42
钱	42
北	42
等到	42
起	42
委任	41
大臣	41
乘	41
今天	41
攻打	41
安定	41
单于	41
九	41
为什么	41
出来	40
曾经	40
谭	40
其他	40
建立	40
去世	40
害怕	40
秋季	40
外	40
表	40
几	39
包围	39
道	39
兄弟	39
盗贼	39
反叛	39
父亲	39
难道	39
部将	39
别人	38
见到	38
长安	38
过去	38
本	38
坐	38
鲁肃	38
王甫	38
将士	37
窦	37
前来	37
尽	37
王允	37
关系	37
留	37
问	37
下令	37
田畴	37
张绣	37
赏赐	37
宫	37
皇甫嵩	37
牧	37
当	37
之间	37
正月	36
弹劾	36
住	36
何进	36
氏	36
任用	36
写信	36
相	36
力量	36
离开	36
怨恨	36
孔融	36
奉	35
联合	35
京城	35
心中	35
谁	35
重新	35
徐州	35
水	35
尚	35
为了	35
汉朝	35
岂	35
张奂	35
大夫	35
最	35
司隶	35
右	35
话	35
罪	35
起初	35
秘密	34
恐惧	34
经常	34
袭击	34
那些	34
虽	34
诸葛亮	34
辅佐	34
西	34
驻	34
比	34
既	34
女儿	34
不过	34
十月	33
以前	33
久	33
人才	33
同时	33
表示	33
跟	33
财物	33
兖州	33
背叛	33
疑	33
控制	33
车	33
告诉	33
像	32
杨奉	32
皇宫	32
即使	32
蔡邕	32
希望	32
代	32
配	32
能够	32
来到	32
一万	32
听从	32
留下	32
询问	32
上天	32
贾诩	32
张角	32
可是	32
膺	32
出现	31
曹仁	31
大赦	31
治理	31
内	31
兼任	31
高	31
征	31
许都	31
占据	31
韩遂	31
各地	31
诏书	31
长	31
进军	31
众人	31
一同	31
六	31
少	31
误	31
黄祖	31
跟随	31
驻军	31
意见	31
凉州	31
郭泰	31
劝阻	30
拒绝	30
行为	30
形势	30
关中	30
幽州	30
遭到	30
遇到	30
县令	30
情况	30
逃走	30
功劳	30
部落	30
再次	30
张让	29
太	29
侍	29
改	29
征讨	29
宾客	29
之中	29
难	29
都尉	29
假如	29
之后	29
立即	29
骑	29
七月	29
听	29
制度	29
令	29
马	29
愿	29
君王	28
粮食	28
行	28
攻破	28
审	28
报告	28
身	28
臣	28
八	28
营	28
出兵	28
赦免	28
依靠	28
贼	28
范滂	28
事务	28
诸	28
商议	28
时间	28
甘宁	28
粮草	27
吃	27
连	27
前去	27
帮助	27
归降	27
斩杀	27
步	27
发动	27
儿女	27
开始	27
时候	27
足以	27
官职	27
正在	27
遂	27
高兴	27
授	27
统率	26
那样	26
加	26
拥有	26
千	26
作战	26
长江	26
府	26
畏惧	26
经过	26
罢了	26
王国	26
坚守	26
纷纷	26
营寨	26
打败	26
敌军	26
更	26
据守	26
全国	26
以来	26
人士	26
谋略	26
功	26
卿	26
道路	26
称	26
荀攸	26
大家	26
同意	26
召	26
朝	26
必定	26
太常	25
土地	25
有的	25
以下	25
渡过	25
杀害	25
会稽	25
青州	25
一千	25
安抚	25
劝说	25
自称	25
大败	25
正好	25
汉中	25
按照	25
朱俊	25
小人	25
分别	25
定	25
南阳	25
驻守	25
司马	25
负责	25
张辽	25
夏侯渊	25
不久	25
叛乱	25
人们	25
攻克	25
至	25
尸体	25
并州	25
大怒	24
部属	24
本来	24
城中	24
归	24
许	24
夺取	24
或	24
公卿	24
攻	24
张飞	24
陶谦	24
士	24
皇甫	24
地位	24
心	24
监狱	24
必	24
七	24
她	24
带	24
大将军	24
机会	24
破	24
汉	24
法令	24
北方	24
哥哥	24
者	24
反而	24
暗中	24
成为	24
仍然	23
祭祀	23
服从	23
考虑	23
衣服	23
日食	23
分	23
召集	23
亲近	23
邪恶	23
长官	23
怕	23
君主	23
援救	23
继续	23
亲信	23
军营	23
那里	23
不断	23
马腾	23
杨彪	23
另	23
违背	23
送	23
逐渐	23
所有	23
张邈	23
曹军	23
河内	23
如此	23
家族	23
信	22
董承	22
强	22
属下	22
十一	22
设置	22
走	22
教化	22
五月	22
乘机	22
灭亡	22
杜	22
岁	22
相互	22
一直	22
计划	22
战	22
军事	22
十二	22
大乱	22
得以	22
没	22
四月	22
禁	22
户	22
由于	22
那	22
袁谭	22
王室	22
要求	22
张杨	22
太史慈	22
答应	21
驻扎	21
观察	21
追击	21
抢掠	21
只好	21
管理	21
朋友	21
百官	21
抵抗	21
甚至	21
失去	21
规	21
一些	21
曹丕	21
回来	21
撤退	21
一百	21
郎将	21
离去	21
民间	21
非常	21
俘虏	21
真	21
并且	21
重	21
遭受	21
叹息	21
恢复	21
职务	21
斩	21
变化	20
赵俨	20
异	20
陈宫	20
决定	20
刘琮	20
刘繇	20
华歆	20
大破	20
老	20
那么	20
士大夫	20
失败	20
袭	20
奸佞	20
居住	20
担心	20
逃亡	20
服	20
更加	20
实在	20
采纳	20
很多	20
敌	20
王朝	20
御史	20
及至	20
礼	20
为人	20
穿	20
崔琰	20
大业	20
原因	20
主持	20
果然	20
处理	20
结交	20
集结	20
但是	19
初一	19
二十	19
而已	19
诬陷	19
扬州	19
既然	19
兵力	19
赵忠	19
车骑	19
利用	19
物资	19
容易	19
犯	19
完全	19
臧洪	19
曹植	19
刑罚	19
法正	19
等待	19
毛	19
阳球	19
以东	19
犹如	19
各自	19
威胁	19
黄门	19
其中	19
吴郡	19
下来	19
陈述	19
难以	19
牵连	19
箭	19
盖勋	19
钟繇	19
率兵	19
徐晃	19
守	19
派兵	19
封国	19
鲜卑	19
百	19
俩	19
救	18
韩暹	18
叛变	18
星	18
学生	18
六月	18
故乡	18
善于	18
陆逊	18
怎	18
快	18
前进	18
家乡	18
解除	18
策略	18
豪杰	18
护	18
诬告	18
东郡	18
丞相	18
决	18
精兵	18
罪过	18
行动	18
门	18
追赶	18
忧虑	18
贤能	18
防守	18
击破	18
下邳	18
回去	18
捉住	18
保全	18
件	18
成功	18
放	18
时机	18
镇守	18
零陵	18
对于	18
人头	18
只要	18
其余	18
推举	18
靠	18
沮	18
路	18
有关	18
斩首	18
实际上	18
从此	17
封为	17
喜欢	17
中郎将	17
设	17
性情	17
平原	17
达	17
三万	17
旧	17
朝政	17
响应	17
四方	17
圣明	17
交战	17
参与	17
竟	17
樊稠	17
聚集	17
计策	17
降	17
聘	17
属	17
凡是	17
乱	17
免职	17
张温	17
生	17
危险	17
追	17
战败	17
才干	17
能力	17
支	17
之下	17
父子	17
人马	17
拜见	17
身为	17
大声	17
自从	17
有功	17
责备	17
讲	17
胡人	17
家属	17
樊城	17
河南	17
卢植	17
结果	17
混乱	17
灾祸	17
陈球	17
何况	17
直	17
许多	17
意思	17
侍中	17
对待	17
尊	17
人质	17
超过	17
礼节	16
它	16
赐	16
城门	16
废黜	16
知	16
太学	16
方	16
后悔	16
投靠	16
子弟	16
断绝	16
上下	16
函谷关	16
该	16
逃跑	16
张松	16
兵马	16
深	16
夏侯	16
政事	16
二月	16
父母	16
增加	16
五千	16
加上	16
刚刚	16
消灭	16
任	16
先前	16
远	16
卫尉	16
书	16
指挥	16
强大	16
名义	16
根据	16
智谋	16
侯览	16
缘故	16
郡县	16
单超	16
忠臣	16
退回	16
梁	16
文武	16
议	16
中郎	16
赋税	16
辎重	16
夫人	16
因而	16
统帅	16
族	16
送到	16
掉	16
傅燮	16
匹	16
授予	16
符节	16
活	16
主	16
险要	16
度尚	16
联系	16
送给	15
改变	15
确实	15
了解	15
天地	15
丹阳	15
乙	15
道理	15
巴郡	15
权势	15
高干	15
私人	15
烧	15
一律	15
救援	15
象	15
罪状	15
罪恶	15
先帝	15
卫士	15
太傅	15
统领	15
武器	15
怀疑	15
赶快	15
赵云	15
开	15
封爵	15
不足	15
教	15
上奏	15
境内	15
以西	15
豫州	15
杜畿	15
以为	15
免官	15
民心	15
张昭	15
相同	15
郭嘉	15
常侍	15
徐稚	15
迁	15
宽厚	15
仅	15
石	15
持	15
占领	15
守卫	15
徒	15
保护	15
信任	15
过失	15
内外	15
交给	15
刘琦	15
豫章郡	15
这里	15
太仆	15
冯绲	15
宰相	15
还是	15
相比	15
供应	14
一下	14
突然	14
小黄门	14
胜过	14
放弃	14
尽管	14
头	14
亲戚	14
成都	14
金	14
帐	14
政治	14
完成	14
张济	14
停止	14
一带	14
攻陷	14
免除	14
初三	14
表面	14
掌握	14
卫固	14
议郎	14
江陵	14
九月	14
危急	14
败	14
计	14
提出	14
大营	14
早	14
分析	14
愿意	14
免	14
办法	14
条	14
允许	14
达到	14
迅速	14
虎贲	14
郎	14
南郡	14
代理	14
长沙	14
统一	14
十二月	14
侵犯	14
迎	14
罢免	14
戟	14
躲避	14
后面	14
大祸	14
时代	14
士人	14
原来	14
在于	14
妻	14
通过	14
陈登	14
发	14
言辞	14
取得	14
帝王	14
庞统	14
称赞	14
李燮	14
军粮	14
伏	14
当作	13
河东郡	13
害	13
设立	13
贵人	13
做官	13
德	13
废	13
送往	13
间	13
用兵	13
密谋	13
古代	13
以南	13
清廉	13
尹	13
民众	13
度	13
郭图	13
前任	13
宫殿	13
合	13
长期	13
再度	13
汉水	13
言	13
名望	13
借口	13
抵御	13
退守	13
俸禄	13
主簿	13
臣下	13
登上	13
显示	13
恩惠	13
即	13
逼迫	13
江夏	13
韩嵩	13
渡河	13
广陵	13
直接	13
焉	13
来不及	13
咱们	13
出去	13
大义	13
失火	13
民	13
从来	13
程普	13
奏报	13
饥饿	13
选拔	13
二千	13
武士	13
抵达	13
贾逵	13
桂阳	13
陷入	13
光禄	13
第二	13
泄露	13
河东	13
陈留	13
旨意	13
天象	13
郭	13
广	13
觉得	13
田丰	13
寇荣	13
符合	13
别驾	13
立刻	13
刘晔	13
献	13
权力	13
之内	13
士卒	13
郡府	13
强盛	13
笑	13
示众	13
赵	13
刘勋	12
流	12
予以	12
终于	12
印绶	12
崐	12
校	12
勃海	12
少帝	12
帝	12
禁止	12
胜	12
刘悝	12
贿赂	12
治	12
随即	12
精锐	12
禁锢	12
诽谤	12
惊	12
恩	12
放纵	12
围攻	12
徐	12
类	12
拥戴	12
高顺	12
归顺	12
双方	12
威望	12
袁熙	12
埋伏	12
策划	12
宫女	12
后宫	12
重任	12
切断	12
大司农	12
攻取	12
修建	12
罪名	12
判处	12
告发	12
成就	12
程昱	12
夏育	12
李云	12
兵士	12
残暴	12
长久	12
囚禁	12
督	12
南宫	12
署	12
明白	12
抛弃	12
特别	12
义	12
推行	12
选择	12
主人	12
宫门	12
十一月	12
严厉	12
勾结	12
马日	12
曹洪	12
接替	12
明	12
惩罚	12
讨	12
征收	12
公孙度	12
随	12
建安	12
船	12
身上	12
刘协	12
调查	12
援	12
自杀	12
招	12
劫持	12
三十	12
擅自	12
董	12
胁迫	12
君臣	12
军用	12
步兵	12
城墙	12
写	12
酒	12
方法	12
全军	12
出身	12
沛国	12
俘获	12
黄巾	12
关东	12
坟墓	12
进驻	12
即令	12
成败	12
诸侯	12
愤怒	12
群	12
拯救	12
杨赐	12
扶风	12
十万	12
张俭	12
登	12
出发	12
征发	12
身边	11
光武帝	11
礼仪	11
极	11
暴虐	11
叛逆	11
伤害	11
致使	11
史	11
当地	11
占有	11
通	11
援助	11
始终	11
看见	11
寿春	11
皇太后	11
满宠	11
仇香	11
情	11
辽东	11
积蓄	11
溃散	11
朱	11
八月	11
丈	11
主公	11
公开	11
接到	11
推辞	11
黑山	11
巡视	11
几乎	11
固守	11
皇家	11
尚且	11
破坏	11
最终	11
采用	11
交	11
大将	11
皇甫规	11
宛城	11
安葬	11
假装	11
政权	11
无人	11
名声	11
执	11
竟然	11
释放	11
前后	11
困难	11
蜀	11
抵挡	11
张燕	11
批准	11
尹勋	11
缺乏	11
杨秉	11
别的	11
辞	11
进击	11
任职	11
廷尉	11
继承人	11
指控	11
善	11
文书	11
取胜	11
南阳郡	11
一旦	11
都督	11
铸	11
叛军	11
若	11
袁隗	11
仁义	11
病	11
一半	11
功勋	11
属吏	11
有所	11
庐江	11
淳于琼	11
射	11
营垒	11
铠甲	11
乡里	11
春秋	11
流亡	11
屡次	11
况且	11
战乱	11
正直	11
尚书令	11
政务	11
说话	11
地震	11
以北	11
扰乱	11
暂时	11
笮融	11
延聘	11
劝谏	11
常	11
臧霸	11
僚属	11
韩忠	11
不同	11
党羽	11
阴谋	11
二万	11
远近	11
主要	11
勇猛	11
议论	11
已故	11
吕强	11
或者	11
世	11
列侯	11
代表	11
襄阳	11
夜	11
绢	11
辆	11
乘夜	11
根本	11
别	11
造反	11
足够	11
迎战	11
王烈	11
喝	11
杜密	11
祢衡	10
出任	10
弱	10
长乐	10
搜捕	10
陈留郡	10
李孚	10
及时	10
光禄勋	10
到任	10
轻装	10
四十	10
拜	10
一齐	10
荒废	10
胜利	10
安宁	10
专门	10
张纯	10
贤才	10
贺齐	10
失利	10
迁徙	10
公文	10
许攸	10
口	10
势必	10
非	10
官位	10
尽力	10
盼望	10
平	10
兴起	10
逃避	10
殿	10
叛	10
施行	10
宽恕	10
十三	10
烧毁	10
孙	10
粮	10
审问	10
甲子	10
发兵	10
崤山	10
求救	10
北平	10
原	10
品德	10
最后	10
要是	10
称帝	10
丙	10
鼓励	10
权贵	10
落	10
悬挂	10
功业	10
亲属	10
吴	10
茅容	10
剑	10
惭愧	10
及其	10
捉	10
号令	10
集中	10
习	10
钱币	10
印信	10
人数	10
奏	10
山	10
会合	10
宠爱	10
业	10
汉献帝	10
夜里	10
劝导	10
知名	10
中原	10
威严	10
下去	10
蜀地	10
佩服	10
三月	10
汉纪	10
部分	10
不仅	10
节操	10
刚	10
起身	10
趁	10
轻	10
妇女	10
脚	10
辛丑	10
庞德	10
大计	10
县长	10
不安	10
曹节	10
好象	10
住宅	10
使得	10
面前	10
东方	10
退	10
对付	10
爵位	10
护军	10
接着	10
留守	10
标准	10
哪里	10
队伍	10
赶到	10
如同	10
终究	10
召见	10
夏	10
群臣	10
意	10
日益	10
周围	10
爵	10
作乱	10
大权	10
强盗	10
动	10
据	10
进发	10
修	10
严	10
退走	10
绵	10
桥玄	10
生擒	10
待	10
安全	10
性命	10
太原	10
性格	10
厌恶	10
班师	10
武力	10
发现	10
胆敢	10
战船	10
年龄	10
阳	10
称为	10
理由	10
齐桓公	10
宗	9
收	9
发觉	9
兴建	9
段煨	9
管宁	9
贪污	9
生死	9
刘宠	9
掾	9
通知	9
外援	9
守城	9
连续	9
明智	9
彭城	9
援军	9
酋长	9
毫	9
如何	9
围	9
感动	9
颖川	9
南下	9
营中	9
财产	9
攻下	9
高官	9
残余	9
卫	9
陵园	9
采取	9
撤军	9
清	9
人物	9
诸种	9
效力	9
尊贵	9
挑选	9
不必	9
关闭	9
李通	9
乐	9
管	9
徐璜	9
反	9
悲痛	9
逆	9
逢	9
仓库	9
聪明	9
英雄豪杰	9
事业	9
急	9
旁	9
站	9
狱中	9
东海	9
求	9
引起	9
北海	9
之上	9
拜访	9
许劭	9
刘瑜	9
出征	9
权威	9
郎中	9
文	9
挖掘	9
局势	9
矛盾	9
拉	9
黄琼	9
忍心	9
失望	9
屯	9
提	9
汝南郡	9
典章	9
争	9
吞并	9
信义	9
和睦	9
担忧	9
妫览	9
禁令	9
河水	9
招降	9
此时	9
元年	9
迁都	9
宗庙	9
近	9
评论	9
长史	9
刘巴	9
震动	9
徐庶	9
接纳	9
依附	9
忠义	9
袁涣	9
第一	9
愤恨	9
丑	9
书信	9
制作	9
怒	9
满	9
秦	9
片	9
生命	9
恶	9
斥责	9
冤枉	9
蹋顿	9
魏王	9
势	9
人心	9
贪图	9
顾虑	9
常常	9
握	9
英雄	9
古人	9
撰写	9
祖先	9
家里	9
卖	9
肉	9
喊	9
捉拿	9
待遇	9
疏远	9
监	9
许褚	9
另外	9
公孙康	9
送来	9
拨	9
施	9
边章	9
车辆	9
重视	9
争夺	9
以上	9
经书	9
引诱	9
继承	9
子	9
声称	9
地势	9
机	9
陈龟	9
死去	9
武陵	9
借	9
从中	9
呼喊	9
使用	9
姓	9
刀	9
产生	9
身份	9
陈国	9
先后	9
对抗	9
按	9
倚仗	9
一举	9
姜叙	9
确定	9
赵岐	9
宋	9
找	9
出战	9
昼夜	9
项	9
平息	9
牵	9
球	9
急速	9
威信	9
赋	9
修筑	9
堂弟	8
大喜	8
举行	8
最初	8
眼泪	8
进贡	8
本意	8
初十	8
羞耻	8
赵韪	8
相持	8
邴原	8
报仇	8
向前	8
田楷	8
谗言	8
蹇硕	8
骄横	8
深入	8
刚直	8
低头	8
只不过	8
戴	8
走到	8
约定	8
好像	8
叩头	8
三军	8
职位	8
愿望	8
发展	8
作恶	8
获得	8
御	8
怎么办	8
所谓	8
数十	8
宣布	8
王朗	8
先零	8
射中	8
辰	8
批	8
张超	8
丁仪	8
西园	8
越	8
县城	8
义兵	8
没收	8
买	8
交趾	8
外面	8
罪行	8
谴责	8
早晚	8
蛮族	8
董昭	8
河间	8
骄傲	8
爱	8
接待	8
津	8
大小	8
盖	8
新	8
虏	8
款待	8
饭	8
背	8
资本	8
仰慕	8
怎样	8
够	8
苏不韦	8
想法	8
黄琬	8
殿下	8
决断	8
这么	8
叫	8
气	8
代替	8
鸡	8
顾	8
处罚	8
列	8
奖赏	8
竞相	8
沿	8
昌	8
传达	8
地上	8
何苗	8
坚固	8
必须	8
奸臣	8
拖延	8
逃命	8
曰	8
计谋	8
往往	8
拥立	8
宫廷	8
减少	8
一切	8
拿	8
统治	8
打开	8
阻止	8
严守	8
锐气	8
为此	8
庞羲	8
江东	8
桓阶	8
百万	8
善恶	8
谈	8
出城	8
小事	8
初五	8
私下	8
相遇	8
渡	8
平安	8
郑泰	8
曹嵩	8
泰山郡	8
风俗	8
衰败	8
灾	8
说服	8
囚车	8
以致	8
二十二	8
边疆	8
出动	8
愈	8
君子	8
举	8
物品	8
一致	8
遇上	8
困	8
轻视	8
享有	8
辜负	8
筑	8
国王	8
依照	8
庚子	8
忠贞	8
米	8
骑马	8
新近	8
经	8
守军	8
赶上	8
罚	8
回家	8
贤良	8
到底	8
侍卫	8
蒙受	8
老师	8
劝告	8
太平	8
范围	8
句	8
战马	8
骁勇	8
李术	8
奢侈	8
征调	8
亲	8
愚昧	8
刘岱	8
李乐	8
疲惫	8
过人	8
灾难	8
骑士	8
桥	8
疑心	8
三辅	8
路上	8
何必	8
内心	8
冀城	8
单	8
子孙	8
虞舜	8
搜刮	8
金城	8
淮河	8
边	8
调解	8
埋葬	8
淹死	8
报答	8
独自	8
困境	8
宗族	8
喜爱	8
壬子	8
是否	8
威震	8
请托	8
重要	8
人选	8
姜肱	8
反抗	8
甘陵	8
目的	8
痛恨	8
赵温	7
作罢	7
部曲	7
山越	7
志	7
尉	7
哭泣	7
年号	7
二百	7
隐藏	7
匠	7
盟誓	7
无力	7
审配	7
检举	7
申诉	7
陈元	7
荀爽	7
国相	7
壮士	7
杀戮	7
当年	7
追随	7
严重	7
刑	7
房屋	7
刘陶	7
陆康	7
皇室	7
羞辱	7
相信	7
内容	7
部众	7
孝子	7
不堪	7
结	7
违抗	7
讨论	7
尊敬	7
巳	7
藏	7
值得	7
胡广	7
居	7
孝顺	7
善良	7
击溃	7
李典	7
紧急	7
田	7
苦役	7
侯音	7
裴潜	7
运输	7
十五	7
容	7
孝桓	7
敬重	7
江南	7
延熹	7
宠信	7
二十一	7
山阳	7
诸将	7
十六	7
托付	7
床	7
那时	7
协助	7
携带	7
全家	7
自保	7
离	7
假	7
各位	7
临	7
侄儿	7
心里	7
氐	7
京兆	7
辽	7
兼	7
深厚	7
峭王	7
舍弃	7
狗	7
到来	7
敬	7
召回	7
娶	7
熟悉	7
犯法	7
有罪	7
军师	7
实行	7
变异	7
扶	7
圣	7
农业	7
品行	7
较	7
偏	7
犍为	7
抗拒	7
唯独	7
刘焉	7
坚持	7
勃然大怒	7
史弼	7
勋	7
汝	7
脸色	7
晚	7
艘	7
突围	7
濮阳	7
获	7
王畅	7
可能	7
西边	7
大肆	7
主管	7
父老	7
食	7
少府	7
纵火	7
损害	7
汉高祖	7
言语	7
尽忠	7
翻	7
蒋干	7
内地	7
统	7
树木	7
散	7
陷	7
避难	7
襄楷	7
八百	7
战功	7
县府	7
叛民	7
人人	7
孝廉	7
汇报	7
竭力	7
王睿	7
态度	7
联盟	7
横行	7
齐	7
附	7
功臣	7
号称	7
兵器	7
崔烈	7
交付	7
白	7
故	7
剩下	7
泪	7
用来	7
有些	7
悬赏	7
连年	7
正常	7
四千	7
拷打	7
除去	7
刘和	7
领兵	7
通达	7
果断	7
饮食	7
护送	7
规定	7
勇士	7
头颅	7
解散	7
专权	7
年轻	7
冒犯	7
平民	7
紧	7
杀人	7
追究	7
大局	7
法律	7
侍奉	7
臣子	7
外表	7
监督	7
京师	7
澄清	7
宣	7
煨	7
苍梧	7
需要	7
南方	7
严白虎	7
指	7
托	7
军务	7
尺	7
圣人	7
仗恃	7
鲍信	7
运	7
生产	7
呈上	7
官兵	7
盛	7
屯田	7
忠诚	7
手持	7
惊恐	7
父	7
军心	7
封地	7
安心	7
家眷	7
城池	7
巴西	7
召募	7
目前	7
楼	7
高柔	7
京	7
霸	7
潼关	7
战士	7
自行	7
骂	7
自然	7
撤回	7
水军	7
真正	7
上报	7
逢纪	7
方面	7
合肥	7
焚烧	7
君	7
出卖	7
催促	7
准许	7
吏	7
残部	7
侵	7
给予	7
征求	7
门下	7
往来	7
侯爵	7
内应	7
数千	7
皇上	7
砍	7
吴巨	7
戒备	7
黄金	7
种邵	7
坚决	7
责任	7
亿	7
追求	7
许县	7
吧	7
放逐	7
合适	7
恨	7
周公	7
丁	7
思念	7
赵苞	7
掠夺	7
管仲	7
太中	7
至于	7
纪	7
纪灵	6
围困	6
上宾	6
的确	6
郊外	6
劳苦	6
杨定	6
谋反	6
祖郎	6
拼死	6
凶暴	6
野心	6
谄媚	6
疲惫不堪	6
十七	6
关押	6
京兆尹	6
声望	6
塞外	6
万一	6
州府	6
孙贲	6
贪赃枉法	6
政绩	6
汝南	6
升任	6
大战	6
夹击	6
祖父	6
招来	6
壕沟	6
挖	6
越过	6
随意	6
为所欲为	6
陈仓	6
荀谌	6
于毒	6
辛毗	6
不满	6
男女	6
陈纪	6
杨阜	6
重大	6
谈话	6
兴盛	6
太子	6
移	6
图	6
死刑	6
舆论	6
虚伪	6
司马懿	6
规劝	6
眭固	6
实际	6
养	6
死战	6
甲	6
任何	6
五官	6
找到	6
块	6
供养	6
堵塞	6
富裕	6
驾	6
贫困	6
存在	6
边界	6
选用	6
些	6
收集	6
钱财	6
道歉	6
决心	6
威	6
戊午	6
辩	6
乱世	6
辛亥	6
防备	6
深为	6
上去	6
优待	6
贡献	6
金尚	6
缺少	6
妹妹	6
颁布	6
命运	6
惋惜	6
邢	6
起事	6
动手	6
酷刑	6
分出	6
酒宴	6
顺应	6
暂且	6
会面	6
出众	6
奏请	6
卜阳	6
擅长	6
生活	6
田晏	6
大丈夫	6
树立	6
晋	6
三千	6
徐宣	6
维持	6
攻占	6
增多	6
二十九	6
大笑	6
幽	6
黎阳	6
想到	6
绝	6
考察	6
悲伤	6
斗志	6
效法	6
大逆不道	6
看法	6
弘农	6
随便	6
邀请	6
饮酒	6
高尚	6
德行	6
书写	6
鸟	6
行进	6
报	6
除	6
零陵郡	6
作出	6
道义	6
需	6
三百	6
出击	6
出面	6
北寺	6
继位	6
匈奴人	6
遍布	6
田野	6
晦	6
远方	6
袁逢	6
袁闳	6
少年	6
殷	6
奉承	6
偷偷	6
迁到	6
汉阳	6
黄权	6
侄子	6
堂兄	6
蜀郡	6
黄忠	6
强迫	6
岑	6
掩护	6
藏匿	6
困苦	6
经典	6
仿效	6
清晨	6
发起	6
郝普	6
索取	6
土	6
阴阳	6
十九	6
冰雹	6
份	6
裁决	6
白马	6
陈留王	6
心腹	6
逃回	6
皖城	6
豫章	6
甘愿	6
消除	6
死罪	6
限制	6
丧失	6
报复	6
挽救	6
郭援	6
辽西	6
参加	6
耻辱	6
传言	6
陷害	6
郑浑	6
梁兴	6
陈群	6
美女	6
关键	6
降临	6
深山	6
扩大	6
官渡	6
绶带	6
高祖	6
身体	6
征伐	6
回军	6
魏昭	6
场	6
加强	6
分之	6
从此以后	6
勉励	6
二心	6
大鸿胪	6
名士	6
避开	6
自以为	6
隐居	6
皇甫郦	6
那个	6
慢慢	6
否则	6
来往	6
怪异	6
后患	6
对手	6
魏郡	6
郑宝	6
接	6
颁	6
密封	6
变	6
结成	6
打猎	6
重赏	6
鄄城	6
合力	6
加重	6
首先	6
